x,y,z,global_index
-79.6475,-57.4577,-1497.5,10
-62.1656,-36.0134,-1497.5,10
-66.6408,-34.4163,-1497.5,10
-51.4567,-35.7256,-1497.5,10
-60.0904,-45.6578,-1497.5,10
-60.4187,-38.2268,-1497.5,10
-74.8133,-42.1806,-1497.5,10
-50.8336,-28.7759,-1497.5,10
-47.8912,-35.2999,-1497.5,10
-71.2588,-45.3973,-1497.5,10
-67.5782,-36.9846,-1497.5,10
-57.5454,-32.5957,-1497.5,10
-36.349,-13.1163,-1497.5,10
-75.4575,-47.9117,-1497.5,10
-84.4901,-51.0426,-1497.5,10
-63.1787,-46.31,-1497.5,10
-93.7765,-48.3127,-1498.0,10
-120.101,-70.9878,-1498.0,10
-101.986,-47.7918,-1498.0,10
-135.509,-68.4096,-1498.0,10
-134.715,-66.1359,-1498.0,10
-96.5132,-52.0691,-1498.0,10
-131.395,-63.6573,-1498.0,10
-99.3333,-52.3235,-1498.0,10
-107.138,-62.0084,-1498.0,10
-114.918,-62.6066,-1498.0,10
-127.576,-70.63,-1498.0,10
-123.219,-77.99,-1498.0,10
-150.898,-83.1625,-1498.0,10
-131.354,-98.5751,-1502.0,10
-121.717,-84.7419,-1502.0,10
-87.1962,-64.549,-1502.0,10
-92.8189,-71.3704,-1502.0,10
-144.718,-94.8167,-1502.0,10
-118.121,-85.7934,-1502.0,10
-119.892,-88.5825,-1502.0,10
-123.516,-78.2163,-1502.0,10
-120.008,-80.9648,-1502.0,10
-114.864,-73.926,-1502.0,10
-68.0513,-66.3248,-1502.5,10
-39.2505,-42.8931,-1502.5,10
-50.4189,-51.6428,-1502.5,10
-79.8861,-57.6756,-1502.5,10
-63.3585,-46.4529,-1502.5,10
-62.8249,-52.9671,-1502.5,10
-41.3207,-38.2173,-1502.5,10
-44.6529,-39.9455,-1502.5,10
-62.6569,-43.1577,-1502.5,10
-62.8794,-49.2657,-1502.5,10
-81.083,-60.6047,-1502.5,10
-42.4274,-41.8584,-1502.5,10
-42.8193,-39.2342,-1502.5,10
-41.8299,-37.5344,-1502.5,10
-69.2919,-59.2138,-1502.5,10
-54.2791,-45.9971,-1502.5,10
-50.3567,-37.847,-1502.5,10
-51.6316,-35.8453,-1502.5,10
-48.0657,-35.43,-1502.5,10
-92.5323,-71.2161,-1498.0,10
-86.922,-64.4127,-1498.0,10
-100.916,-89.0314,-1498.0,10
-80.5599,-67.9035,-1498.0,10
-81.5414,-71.6431,-1498.0,10
-94.6133,-87.1123,-1498.0,10
-116.498,-98.2661,-1498.0,10
-95.4404,-88.384,-1498.0,10
-81.5474,-69.0484,-1498.0,10
-130.57,-104.773,-1498.0,10
-120.535,-103.503,-1498.0,10
-99.3222,-84.5233,-1498.0,10
-85.5679,-72.647,-1498.0,10
-102.736,-88.0728,-1498.0,10
-41.2102,-56.2962,-1498.0,10
-42.6709,-39.1443,-1498.0,10
-34.4975,-52.2861,-1498.0,10
-42.3206,-41.7367,-1498.0,10
-39.1611,-42.7338,-1498.0,10
-65.6369,-69.8064,-1498.0,10
-58.0717,-63.6434,-1498.0,10
-55.2106,-69.917,-1498.0,10
-49.1516,-62.9768,-1498.0,10
-49.5536,-67.2199,-1498.0,10
-58.0301,-69.5228,-1498.0,10
-41.1962,-38.1106,-1498.0,10
-55.1838,-69.8086,-1498.0,10
-44.4892,-39.8105,-1498.0,10
-61.0453,-79.5971,-1498.0,10
-46.8753,-55.2304,-1498.0,10
-41.7195,-37.4145,-1498.0,10
-50.277,-51.4374,-1498.0,10
-84.4661,-88.1077,-1502.0,10
-81.7128,-71.8487,-1502.0,10
-103.023,-104.473,-1502.0,10
-94.835,-93.3147,-1502.0,10
-82.2033,-71.6071,-1502.0,10
-94.8304,-87.3704,-1502.0,10
-109.873,-119.101,-1502.0,10
-75.8527,-76.5951,-1502.0,10
-118.574,-122.498,-1502.0,10
-78.0403,-88.3287,-1502.0,10
-113.663,-112.85,-1502.0,10
-95.6651,-88.6294,-1502.0,10
-93.9573,-82.806,-1502.0,10
-105.847,-126.958,-1498.0,10
-77.1156,-90.558,-1498.0,10
-77.8835,-88.0839,-1498.0,10
-91.7061,-121.434,-1498.0,10
-93.5769,-111.399,-1498.0,10
-51.8532,-80.167,-1502.0,10
-49.6563,-67.3954,-1502.0,10
-46.9044,-85.7755,-1502.0,10
-32.2992,-51.5113,-1502.0,10
-38.0277,-58.7542,-1502.0,10
-46.4461,-84.9319,-1502.0,10
-45.0428,-70.4888,-1502.0,10
-34.5642,-52.4323,-1502.0,10
-35.8903,-59.6682,-1502.0,10
-22.9463,-50.3158,-1502.0,10
-40.9229,-62.5217,-1502.0,10
-41.3207,-56.4724,-1502.0,10
-35.9992,-59.2716,-1502.0,10
-91.9342,-121.834,-1502.0,10
-93.6719,-143.175,-1502.0,10
-92.375,-147.499,-1502.0,10
-85.5745,-126.204,-1502.0,10
-80.1763,-109.832,-1502.0,10
-54.8598,-91.7198,-1502.0,10
-81.3895,-117.797,-1502.0,10
-59.3492,-111.022,-1498.0,10
-52.5797,-92.9929,-1498.0,10
-54.7134,-91.499,-1498.0,10
-73.8245,-126.118,-1498.0,10
-78.7957,-146.757,-1498.0,10
-50.8127,-101.656,-1498.0,10
-72.238,-134.213,-1498.0,10
-79.8313,-146.048,-1498.0,10
-76.6587,-133.262,-1498.0,10
-44.8456,-95.772,-1498.0,10
-37.4476,-77.1449,-1497.5,10
-29.9283,-78.0676,-1497.5,10
-14.7172,-56.2396,-1497.5,10
-16.9759,-52.8077,-1497.5,10
-21.3332,-57.5784,-1497.5,10
-30.4334,-53.809,-1497.5,10
-22.9165,-50.1644,-1497.5,10
-35.4738,-77.4753,-1497.5,10
-26.0355,-71.2511,-1497.5,10
-19.2019,-64.9759,-1497.5,10
-23.1593,-65.3841,-1497.5,10
-20.9079,-67.2655,-1497.5,10
-24.2485,-70.4961,-1497.5,10
-25.3237,-81.8458,-1497.5,10
-25.6892,-64.9589,-1497.5,10
-27.7282,-63.2182,-1497.5,10
-44.9919,-96.0171,-1502.0,10
-47.8127,-108.347,-1502.0,10
-50.9372,-101.931,-1502.0,10
-57.1219,-122.622,-1502.0,10
-56.1852,-122.605,-1502.0,10
-55.9762,-134.635,-1502.0,10
-52.576,-113.07,-1502.0,10
-33.9962,-102.296,-1498.0,10
-43.827,-120.299,-1498.0,10
-43.625,-134.486,-1498.0,10
-38.5919,-124.189,-1498.0,10
-42.2174,-151.527,-1498.0,10
-44.8047,-143.827,-1498.0,10
-44.459,-139.964,-1498.0,10
-47.729,-136.032,-1498.0,10
-14.5336,-59.7872,-1502.5,10
-14.1557,-90.769,-1502.5,10
-15.261,-80.3802,-1502.5,10
-13.388,-58.4425,-1502.5,10
-24.3118,-70.7448,-1502.5,10
-17.0181,-53.001,-1502.5,10
-23.2329,-65.6084,-1502.5,10
-19.3235,-65.1742,-1502.5,10
-23.9557,-87.8956,-1502.5,10
-17.122,-64.7858,-1502.5,10
-25.3954,-82.1122,-1502.5,10
-20.9617,-67.4997,-1502.5,10
-11.7624,-60.4526,-1502.5,10
-12.6893,-56.817,-1502.5,10
-9.20989,-74.0234,-1502.5,10
-22.0733,-76.1994,-1502.5,10
-12.824,-73.4418,-1502.5,10
-18.3368,-67.7038,-1502.5,10
-21.4073,-57.7899,-1502.5,10
-9.6401,-71.7459,-1502.5,10
-16.6603,-97.346,-1502.5,10
-14.7575,-56.4361,-1502.5,10
-38.1264,-145.397,-1502.0,10
-42.2865,-163.085,-1502.0,10
-42.2861,-151.945,-1502.0,10
-30.1799,-159.874,-1502.0,10
-22.2738,-111.409,-1502.0,10
-26.3575,-135.76,-1502.0,10
-36.7891,-162.86,-1502.0,10
-33.709,-161.121,-1502.0,10
-37.3473,-131.165,-1502.0,10
-33.4359,-164.109,-1502.0,10
-22.3852,-127.607,-1502.0,10
-7.82308,-69.6962,-1498.0,10
-12.7577,-73.2017,-1498.0,10
-2.66155,-64.9599,-1498.0,10
-5.15241,-97.6499,-1498.0,10
-0.0444458,-69.0718,-1498.0,10
-6.63772,-65.5406,-1498.0,10
-12.6595,-56.6595,-1498.0,10
-14.0695,-90.5075,-1498.0,10
0.139114,-56.543,-1498.0,10
-3.4785,-55.3508,-1498.0,10
-9.61587,-71.5179,-1498.0,10
-11.7412,-60.2865,-1498.0,10
-4.84688,-79.1105,-1498.0,10
-5.53173,-85.2632,-1498.0,10
-9.19386,-73.803,-1498.0,10
-8.6967,-73.2215,-1498.0,10
-4.46007,-69.0974,-1498.0,10
-5.95986,-69.0358,-1498.0,10
-3.6797,-56.6327,-1498.0,10
-5.29079,-94.31,-1498.0,10
-7.14783,-81.5813,-1498.0,10
-1.08456,-77.8267,-1498.0,10
-11.5811,-109.261,-1498.0,10
-22.2755,-127.297,-1498.0,10
-14.1118,-125.955,-1498.0,10
-18.7023,-152.349,-1498.0,10
-14.8267,-118.395,-1498.0,10
-6.64703,-104.846,-1498.0,10
-14.5465,-120.385,-1498.0,10
-29.6937,-162.743,-1498.0,10
-22.1926,-111.14,-1498.0,10
-30.043,-159.457,-1498.0,10
-20.9958,-148.281,-1498.0,10
-20.2811,-134.352,-1498.0,10
-26.3809,-135.375,-1498.0,10
-13.4806,-147.708,-1498.0,10
-5.65658,-106.652,-1502.0,10
-5.69943,-132.479,-1502.0,10
-11.596,-109.533,-1502.0,10
-13.1093,-157.422,-1502.0,10
-0.200955,-155.375,-1502.0,10
-4.26656,-142.627,-1502.0,10
-2.2094,-144.685,-1502.0,10
-14.2226,-126.287,-1502.0,10
-6.57434,-117.841,-1502.0,10
-6.63723,-105.128,-1502.0,10
-12.3669,-148.409,-1502.0,10
-0.0392959,-69.2823,-1502.0,10
8.30196,-98.1578,-1502.0,10
15.2721,-100.69,-1502.0,10
-1.0544,-78.0515,-1502.0,10
0.177065,-56.7368,-1502.0,10
5.03102,-72.5283,-1502.0,10
8.79536,-69.3769,-1502.0,10
-3.67854,-56.8169,-1502.0,10
-3.48097,-55.5036,-1502.0,10
4.56962,-73.0385,-1502.0,10
11.5943,-59.0567,-1502.0,10
10.3022,-57.2965,-1502.0,10
5.19943,-81.6782,-1502.0,10
2.36935,-96.0634,-1502.0,10
6.18514,-99.9384,-1502.0,10
8.21117,-99.5533,-1502.0,10
10.8048,-134.644,-1498.0,10
5.70678,-119.647,-1498.0,10
2.01098,-173.955,-1498.0,10
12.9279,-138.341,-1498.0,10
2.17408,-116.855,-1498.0,10
13.0987,-119.3,-1498.0,10
8.58683,-168.949,-1498.0,10
9.97528,-105.874,-1498.0,10
-0.218129,-154.971,-1498.0,10
12.9646,-138.722,-1502.0,10
10.878,-134.982,-1502.0,10
25.2886,-135.869,-1502.0,10
28.319,-167.364,-1502.0,10
16.9056,-131.869,-1502.0,10
13.1269,-119.618,-1502.0,10
20.1494,-123.636,-1502.0,10
20.0951,-104.79,-1502.0,10
23.7822,-123.807,-1502.0,10
25.8852,-142.317,-1502.0,10
9.97128,-106.184,-1502.0,10
17.9922,-163.421,-1502.0,10
8.81877,-69.1815,-1497.5,10
16.8756,-85.19,-1497.5,10
15.006,-79.3179,-1497.5,10
10.2899,-57.1038,-1497.5,10
11.5405,-58.8861,-1497.5,10
25.231,-91.28,-1497.5,10
16.557,-66.0734,-1497.5,10
19.3749,-89.8052,-1497.5,10
16.883,-68.074,-1497.5,10
10.4557,-64.0058,-1497.5,10
14.3407,-62.8388,-1497.5,10
20.4482,-73.9285,-1497.5,10
10.7333,-65.3762,-1497.5,10
20.8014,-76.8989,-1497.5,10
21.1136,-70.7028,-1497.5,10
24.1192,-75.9396,-1497.5,10
15.3787,-67.1625,-1497.5,10
17.4611,-68.3401,-1497.5,10
16.4867,-90.8402,-1497.5,10
20.9559,-62.1212,-1497.5,10
20.5739,-77.0221,-1497.5,10
30.4766,-148.469,-1498.0,10
25.8077,-141.94,-1498.0,10
20.0865,-104.512,-1498.0,10
36.6946,-134.541,-1498.0,10
22.8129,-126.733,-1498.0,10
33.8007,-125.913,-1498.0,10
34.2554,-152.088,-1498.0,10
31.2529,-118.356,-1498.0,10
25.4659,-120.832,-1498.0,10
26.5382,-121.023,-1498.0,10
31.4057,-101.098,-1498.0,10
40.6755,-139.201,-1498.0,10
25.2703,-135.505,-1498.0,10
27.3847,-48.8007,-1502.5,10
28.8858,-69.6712,-1502.5,10
27.605,-63.9659,-1502.5,10
21.4163,-51.6382,-1502.5,10
29.4455,-71.0223,-1502.5,10
35.9249,-65.6294,-1502.5,10
20.9828,-62.3508,-1502.5,10
31.9876,-77.5515,-1502.5,10
23.7304,-54.0892,-1502.5,10
32.0195,-82.9854,-1502.5,10
31.4868,-61.0557,-1502.5,10
31.4437,-58.9919,-1502.5,10
24.1717,-76.1902,-1502.5,10
38.3693,-92.9584,-1502.5,10
21.1755,-70.9166,-1502.5,10
28.8108,-53.8114,-1502.5,10
29.0332,-69.7658,-1502.5,10
29.6613,-59.131,-1502.5,10
44.9729,-125.921,-1502.0,10
31.4214,-101.379,-1502.0,10
38.511,-99.0888,-1502.0,10
47.0881,-123.893,-1502.0,10
31.3135,-118.679,-1502.0,10
44.9455,-145.821,-1502.0,10
44.2717,-134.685,-1502.0,10
40.7518,-139.602,-1502.0,10
51.177,-140.498,-1502.0,10
35.6019,-108.818,-1502.0,10
48.0518,-129.443,-1502.0,10
42.1702,-103.123,-1502.0,10
57.3287,-128.414,-1498.0,10
66.44,-142.612,-1498.0,10
63.6616,-150.307,-1498.0,10
44.0537,-101.32,-1498.0,10
38.367,-98.8385,-1498.0,10
65.131,-136.757,-1498.0,10
48.0137,-129.104,-1498.0,10
46.9308,-123.556,-1498.0,10
53.2627,-112.52,-1498.0,10
33.6437,-45.4756,-1498.0,10
40.5596,-72.8379,-1498.0,10
39.4133,-53.551,-1498.0,10
27.3093,-48.6317,-1498.0,10
31.4201,-60.8902,-1498.0,10
50.4022,-76.7465,-1498.0,10
29.5992,-58.9714,-1498.0,10
39.1064,-74.364,-1498.0,10
31.3641,-58.7893,-1498.0,10
36.6535,-49.2388,-1498.0,10
28.6887,-53.6578,-1498.0,10
35.8468,-65.4344,-1498.0,10
47.2431,-73.888,-1498.0,10
23.66,-53.9686,-1498.0,10
33.8007,-47.3586,-1498.0,10
37.5283,-65.3935,-1498.0,10
33.4137,-49.3109,-1498.0,10
53.2365,-79.6492,-1498.0,10
55.0147,-78.5319,-1498.0,10
35.5246,-47.2054,-1498.0,10
43.2903,-66.4806,-1498.0,10
61.0186,-106.724,-1502.0,10
71.033,-124.086,-1502.0,10
53.4256,-112.82,-1502.0,10
66.7656,-120.638,-1502.0,10
60.3086,-121.889,-1502.0,10
63.4752,-104.969,-1502.0,10
55.9611,-93.3282,-1502.0,10
56.6899,-88.8823,-1502.0,10
63.3131,-104.679,-1498.0,10
91.7849,-137.13,-1498.0,10
72.551,-94.1885,-1498.0,10
55.8135,-93.112,-1498.0,10
71.678,-99.9037,-1498.0,10
74.88,-112.983,-1498.0,10
63.8317,-89.5996,-1498.0,10
56.5685,-88.6402,-1498.0,10
86.4815,-126.026,-1498.0,10
87.0941,-113.207,-1498.0,10
92.2132,-135.455,-1498.0,10
94.1761,-134.339,-1498.0,10
40.1901,-39.8582,-1502.0,10
39.5417,-53.7267,-1502.0,10
37.9601,-41.0965,-1502.0,10
54.1489,-68.135,-1502.0,10
33.8813,-47.4842,-1502.0,10
65.535,-70.2261,-1502.0,10
51.5306,-65.5313,-1502.0,10
35.594,-47.3338,-1502.0,10
63.6015,-73.1974,-1502.0,10
41.4326,-39.3882,-1502.0,10
36.7496,-49.3798,-1502.0,10
42.9635,-50.8042,-1502.0,10
60.0549,-76.7438,-1502.0,10
22.1328,-34.0967,-1502.0,10
50.3853,-59.1861,-1502.0,10
56.6715,-58.8474,-1502.0,10
54.6317,-61.0784,-1502.0,10
33.4969,-49.4208,-1502.0,10
33.7219,-45.6039,-1502.0,10
76.0705,-82.7251,-1502.0,10
100.943,-112.521,-1502.0,10
83.5095,-103.893,-1502.0,10
91.038,-117.186,-1502.0,10
87.3391,-113.514,-1502.0,10
72.7228,-94.425,-1502.0,10
63.9948,-89.8625,-1502.0,10
88.9457,-118.748,-1502.0,10
107.818,-99.4391,-1498.0,10
96.0715,-86.2074,-1498.0,10
75.8633,-82.4747,-1498.0,10
87.6437,-83.5778,-1498.0,10
101.327,-91.0387,-1498.0,10
93.7388,-89.1779,-1498.0,10
90.0996,-83.4175,-1498.0,10
100.672,-112.233,-1498.0,10
69.7369,-61.7637,-1497.5,10
48.5309,-33.846,-1497.5,10
60.5414,-52.0031,-1497.5,10
61.0763,-41.3475,-1497.5,10
41.3105,-39.2606,-1497.5,10
46.4292,-33.1117,-1497.5,10
60.6631,-62.1675,-1497.5,10
46.0048,-38.3384,-1497.5,10
55.23,-49.1106,-1497.5,10
44.315,-28.2155,-1497.5,10
54.2744,-46.7821,-1497.5,10
56.5244,-58.6985,-1497.5,10
47.2179,-29.8401,-1497.5,10
37.854,-40.9771,-1497.5,10
76.7217,-56.6168,-1497.5,10
48.1887,-51.5205,-1497.5,10
40.097,-39.7366,-1497.5,10
47.1094,-37.7695,-1497.5,10
90.3085,-83.6675,-1502.0,10
122.383,-107.442,-1502.0,10
99.2154,-83.0307,-1502.0,10
112.136,-96.0739,-1502.0,10
125.029,-99.1756,-1502.0,10
129.804,-109.185,-1502.0,10
81.9444,-64.8287,-1502.0,10
91.3927,-68.4501,-1502.0,10
96.2859,-86.4651,-1502.0,10
86.6531,-64.3843,-1502.0,10
101.562,-91.3222,-1502.0,10
100.402,-74.2417,-1502.0,10
108.031,-99.749,-1502.0,10
79.3979,-51.5578,-1502.5,10
47.3562,-29.9289,-1502.5,10
47.2783,-37.915,-1502.5,10
76.9884,-56.825,-1502.5,10
56.2216,-30.3184,-1502.5,10
44.4482,-28.3227,-1502.5,10
68.7398,-45.8476,-1502.5,10
46.5955,-33.2157,-1502.5,10
87.5822,-47.0733,-1502.5,10
50.4999,-25.6393,-1502.5,10
60.0511,-34.8349,-1502.5,10
52.9103,-25.064,-1502.5,10
54.0064,-28.5505,-1502.5,10
65.9004,-42.4069,-1502.5,10
48.7011,-33.9783,-1502.5,10
68.3561,-41.5075,-1502.5,10
48.1755,-29.6686,-1502.5,10
91.16,-68.2945,-1498.0,10
115.755,-78.597,-1498.0,10
141.04,-96.9477,-1498.0,10
96.0057,-59.0078,-1498.0,10
114.29,-70.6239,-1498.0,10
138.153,-96.364,-1498.0,10
103.104,-72.2945,-1498.0,10
86.3871,-64.2371,-1498.0,10
118.971,-79.0084,-1498.0,10
136.577,-87.7694,-1498.0,10
100.165,-74.0386,-1498.0,10
97.6152,-51.8245,-1502.0,10
95.2321,-49.9819,-1502.0,10
114.609,-70.7905,-1502.0,10
106.68,-61.8529,-1502.0,10
125.068,-74.7849,-1502.0,10
82.0732,-25.2555,-1498.0,10
53.8414,-28.4444,-1498.0,10
52.3625,-19.2268,-1498.0,10
62.0153,-25.1734,-1498.0,10
77.7373,-32.9305,-1498.0,10
74.1161,-31.9717,-1498.0,10
89.3305,-36.0007,-1498.0,10
80.969,-37.1374,-1498.0,10
80.2433,-38.6901,-1498.0,10
36.941,-15.2744,-1498.0,10
54.5274,-20.7189,-1498.0,10
50.3373,-25.5859,-1498.0,10
56.0297,-30.2167,-1498.0,10
83.2392,-29.2021,-1498.0,10
57.6086,-21.9952,-1498.0,10
90.0511,-29.1013,-1498.0,10
52.7302,-24.9534,-1498.0,10
150.591,-62.7486,-1498.0,10
123.081,-55.0976,-1498.0,10
97.3662,-51.6545,-1498.0,10
120.396,-47.4483,-1498.0,10
104.04,-40.7183,-1498.0,10
120.696,-47.5986,-1502.0,10
104.346,-40.8004,-1502.0,10
124.062,-37.5474,-1502.0,10
166.103,-54.4329,-1502.0,10
138.873,-39.0311,-1502.0,10
107.675,-29.1544,-1502.0,10
145.082,-46.1743,-1502.0,10
106.604,-29.6393,-1502.0,10
57.7476,-22.0656,-1502.0,10
72.9853,-15.0797,-1502.0,10
71.9639,-15.3487,-1502.0,10
59.7558,-5.99022,-1502.0,10
54.6373,-20.8046,-1502.0,10
80.093,-13.0838,-1502.0,10
84.834,-24.6605,-1502.0,10
82.3113,-25.2889,-1502.0,10
72.9942,-11.3282,-1502.0,10
64.1069,-14.1309,-1502.0,10
88.2644,-17.3596,-1502.0,10
72.0467,-13.1061,-1502.0,10
79.3167,-21.3305,-1502.0,10
97.1594,-18.6209,-1502.0,10
52.5188,-19.2676,-1502.0,10
90.2792,-29.2073,-1502.0,10
70.0891,-16.4412,-1502.0,10
84.6851,-15.8832,-1502.0,10
138.509,-38.9205,-1498.0,10
156.122,-37.399,-1498.0,10
117.321,-29.674,-1498.0,10
112.474,-18.4666,-1498.0,10
146.885,-37.5099,-1498.0,10
128.844,-31.6136,-1498.0,10
106.33,-29.5543,-1498.0,10
137.6,-28.5365,-1498.0,10
159.431,-44.0468,-1498.0,10
118.001,-36.2734,-1498.0,10
107.383,-29.0828,-1498.0,10
123.716,-37.4445,-1498.0,10
131.703,-32.473,-1498.0,10
98.0434,-13.0576,-1497.5,10
101.776,-1.81586,-1497.5,10
71.8069,-13.0491,-1497.5,10
66.0599,-5.7758,-1497.5,10
101.946,-2.18034,-1497.5,10
81.6579,-2.58979,-1497.5,10
79.8311,-13.0286,-1497.5,10
71.0034,-1.75126,-1497.5,10
72.7932,-11.271,-1497.5,10
71.1306,-2.76437,-1497.5,10
63.0645,1.33112,-1497.5,10
61.2553,2.27598,-1497.5,10
65.0491,0.0213737,-1497.5,10
127.211,-16.1044,-1502.0,10
103.909,-12.6015,-1502.0,10
152.73,-23.2486,-1502.0,10
118.389,-9.11858,-1502.0,10
106.642,-9.65088,-1502.0,10
167.642,-27.1461,-1502.0,10
112.786,-18.5349,-1502.0,10
155.86,-18.4853,-1502.0,10
136.303,-17.4232,-1502.0,10
107.904,-8.74892,-1502.0,10
107.648,-22.7776,-1502.0,10
159.559,-21.5759,-1502.0,10
107.601,-8.75372,-1498.0,10
140.744,-7.23277,-1498.0,10
119.597,-0.0985097,-1498.0,10
106.34,-9.64643,-1498.0,10
151.476,-8.47975,-1498.0,10
103.636,-12.6248,-1498.0,10
166.039,-13.6078,-1498.0,10
128.806,-6.23034,-1498.0,10
163.558,-11.7412,-1498.0,10
54.6172,8.687,-1502.5,10
62.5921,8.76293,-1502.5,10
80.3495,10.6119,-1502.5,10
87.8203,5.23143,-1502.5,10
67.7209,7.61179,-1502.5,10
82.5784,6.42383,-1502.5,10
65.2755,-0.00355742,-1502.5,10
84.5088,2.2123,-1502.5,10
87.8028,6.03252,-1502.5,10
99.9433,14.0096,-1502.5,10
63.2522,1.34185,-1502.5,10
71.2335,-1.74145,-1502.5,10
69.638,3.14844,-1502.5,10
61.4481,2.25311,-1502.5,10
74.2182,13.2389,-1502.5,10
147.066,12.2801,-1502.0,10
135.002,12.0727,-1502.0,10
131.417,7.40218,-1502.0,10
146.602,6.25224,-1502.0,10
119.912,-0.137176,-1502.0,10
143.038,2.68386,-1502.0,10
110.878,11.3579,-1502.0,10
159.87,7.11593,-1502.0,10
152.807,5.7383,-1502.0,10
109.281,15.7237,-1498.0,10
132.002,26.6171,-1498.0,10
146.693,12.3096,-1498.0,10
128.327,23.8832,-1498.0,10
173.228,16.8189,-1498.0,10
111.125,19.01,-1498.0,10
147.667,22.1384,-1498.0,10
134.438,26.0988,-1498.0,10
110.557,11.3076,-1498.0,10
134.648,12.043,-1498.0,10
117.887,20.6599,-1498.0,10
141.792,17.0277,-1498.0,10
71.6683,23.4022,-1498.0,10
87.6095,27.0751,-1498.0,10
68.9488,20.9496,-1498.0,10
54.4814,8.68334,-1498.0,10
