x,y,z,global_index
30.5105,94.0401,-1297.5,9
46.7376,124.312,-1298.0,9
56.7328,150.372,-1298.0,9
6.77647,38.9738,-1302.5,9
4.39859,52.5674,-1302.5,9
32.6101,134.161,-1302.0,9
14.1882,154.37,-1298.0,9
18.1158,115.391,-1298.0,9
0.97488,170.132,-1302.0,9
-1.00901,74.955,-1302.0,9
0.591363,63.2142,-1302.0,9
-9.888,142.229,-1298.0,9
-0.550206,116.379,-1298.0,9
-27.0682,155.193,-1302.0,9
-3.75888,44.0361,-1297.5,9
-40.2536,141.81,-1302.0,9
-63.1863,163.585,-1302.0,9
-35.0817,67.8248,-1298.0,9
-31.3161,62.9616,-1298.0,9
-26.9649,55.599,-1298.0,9
-36.805,70.3488,-1298.0,9
-31.7744,51.743,-1298.0,9
-68.8854,89.2798,-1298.0,9
-34.658,30.2794,-1302.0,9
-98.0045,99.8783,-1298.0,9
-113.464,111.66,-1298.0,9
-111.363,116.065,-1298.0,9
-118.859,107.191,-1302.0,9
-91.6609,69.0473,-1298.0,9
-138.954,98.6704,-1298.0,9
-137.659,55.6024,-1298.0,9
-74.8704,25.1994,-1302.0,9
-79.1367,14.5334,-1302.0,9
-95.5225,9.02819,-1297.5,9
-35.1441,-2.52541,-1297.5,9
-30.3749,-2.71623,-1297.5,9
-163.889,12.3572,-1298.0,9
-73.2346,-2.07733,-1102.5,8
-106.735,3.03691,-1102.0,8
-156.4,-7.01739,-1102.0,8
-131.691,-13.9719,-1102.0,8
-41.3817,-13.8369,-1098.0,8
-36.7211,-1.64277,-1098.0,8
-88.1628,-20.8134,-1098.0,8
-124.485,-31.0308,-1102.0,8
-108.615,-38.2862,-1098.0,8
-152.52,-61.8832,-1102.0,8
-94.776,-47.1221,-1102.0,8
-28.9944,-23.6041,-1097.5,8
-101.397,-58.6499,-1098.0,8
-106.111,-79.3553,-1102.0,8
-74.9044,-82.086,-1102.0,8
-82.0514,-95.641,-1098.0,8
-65.2497,-83.5357,-1098.0,8
-73.8036,-102.039,-1102.0,8
-73.8052,-156.94,-1102.0,8
-40.3119,-100.396,-1102.0,8
-39.7918,-130.287,-1098.0,8
-21.2138,-67.0508,-1102.5,8
-26.7271,-140.735,-1102.0,8
-23.2651,-131.13,-1102.0,8
-11.9282,-147.032,-1102.0,8
3.88036,-65.2866,-1102.0,8
14.07,-141.989,-1102.0,8
32.1255,-170.042,-1102.0,8
15.7619,-35.7745,-1097.5,8
9.50093,-34.0744,-1097.5,8
45.4557,-164.766,-1098.0,8
34.9345,-114.137,-1098.0,8
32.9913,-110.263,-1098.0,8
25.381,-142.965,-1098.0,8
43.2662,-119.715,-1102.0,8
51.9204,-135.971,-1102.0,8
49.4394,-129.31,-1098.0,8
22.8265,-36.1448,-1098.0,8
77.891,-144.927,-1102.0,8
83.6572,-152.494,-1102.0,8
43.6402,-48.594,-1102.0,8
27.0042,-37.1683,-1102.0,8
53.1405,-50.3029,-1097.5,8
119.764,-95.5835,-1102.0,8
102.258,-60.0191,-1102.0,8
97.7432,-58.0761,-1102.0,8
58.6657,-26.2285,-1098.0,8
157.69,-72.188,-1098.0,8
96.121,-27.5245,-1102.0,8
89.0851,-21.5986,-1102.0,8
167.135,-39.9004,-1098.0,8
116.394,-33.068,-1098.0,8
124.911,-18.4577,-1102.0,8
155.919,-1.17941,-1098.0,8
139.067,-11.3007,-1098.0,8
60.0238,9.26753,-1102.5,8
80.3225,3.73054,-1102.5,8
128.464,10.8336,-1102.0,8
163.171,15.214,-1098.0,8
129.455,18.0271,-1098.0,8
66.5442,14.099,-1098.0,8
64.3349,22.8416,-1098.0,8
93.8333,19.4369,-1098.0,8
149.636,29.6341,-1102.0,8
90.1879,43.4455,-1102.0,8
47.475,13.0259,-1102.0,8
92.7962,36.9286,-1102.0,8
138.083,47.4588,-1098.0,8
110.194,43.2697,-1098.0,8
163.516,64.2498,-1102.0,8
27.7355,18.5581,-1097.5,8
109.242,57.1304,-1098.0,8
151.547,76.5524,-1098.0,8
68.376,51.7246,-1102.5,8
77.5472,58.7684,-1102.5,8
48.6407,41.099,-1102.5,8
60.4026,82.5394,-1102.0,8
71.9481,97.9035,-1102.0,8
76.385,146.898,-1098.0,8
35.7386,77.4614,-1097.5,8
42.908,115.159,-1102.0,8
43.5571,130.979,-1098.0,8
13.6039,64.6962,-1102.5,8
27.4837,91.459,-1102.5,8
-1.95172,70.3814,-1098.0,8
4.82455,173.101,-1102.0,8
4.46603,155.936,-1102.0,8
-0.54839,74.2004,-1102.0,8
-4.7532,137.953,-1098.0,8
-14.0762,146.69,-1102.0,8
-6.93379,56.0893,-1097.5,8
-11.0603,31.8175,-1102.5,8
-46.4414,71.1761,-1098.0,8
-41.2838,73.4064,-1098.0,8
-24.3054,28.7059,-1098.0,8
-40.7406,36.5515,-1102.0,8
-31.3544,32.8135,-1102.0,8
-128.758,118.399,-1098.0,8
-26.0641,31.5937,-1097.5,8
-60.2353,45.6923,-1097.5,8
-109.644,54.5752,-1102.0,8
-38.1515,22.2702,-1098.0,8
-56.9911,26.6616,-1098.0,8
-148.084,71.9024,-1098.0,8
-100.759,27.3704,-1102.0,8
-66.8909,20.3217,-1102.0,8
-50.6192,19.5488,-1102.0,8
-121.318,28.4096,-1098.0,8
-139.875,28.8371,-1098.0,8
-115.844,9.1348,-1098.0,8
-45.24,-0.614091,-962.5,7
-168.4,-1.26445,-962.0,7
-159.386,-3.30807,-962.0,7
-147.621,-50.0201,-958.0,7
-129.331,-58.4992,-962.0,7
-40.5311,-18.2907,-957.5,7
-133.099,-82.4176,-962.0,7
-101.909,-76.0846,-962.0,7
-125.133,-105.925,-958.0,7
-102.427,-121.431,-958.0,7
-96.9765,-115.522,-958.0,7
-107.937,-138.922,-958.0,7
-27.0064,-50.5298,-962.0,7
-33.818,-48.7265,-962.0,7
-76.9049,-113.059,-962.0,7
-55.124,-89.0168,-958.0,7
-18.1181,-38.3186,-957.5,7
-42.3384,-137.171,-958.0,7
-24.7848,-103.522,-962.0,7
-17.3513,-145.712,-958.0,7
-0.245084,-51.3729,-962.0,7
4.86044,-92.7831,-962.0,7
11.6518,-50.2279,-962.0,7
4.97108,-88.3359,-962.0,7
6.65451,-63.5937,-957.5,7
22.5986,-66.569,-957.5,7
11.0769,-80.9434,-957.5,7
19.8104,-29.0717,-962.5,7
49.8408,-154.622,-962.0,7
50.4625,-152.192,-962.0,7
55.5493,-146.418,-958.0,7
21.7491,-40.8367,-958.0,7
59.8505,-81.4746,-962.0,7
68.9133,-83.1848,-962.0,7
79.916,-73.7996,-958.0,7
82.7933,-78.3094,-958.0,7
96.2531,-98.834,-958.0,7
85.4552,-70.3686,-962.0,7
41.4466,-25.9014,-962.5,7
137.452,-94.0599,-958.0,7
60.4884,-29.1412,-958.0,7
44.4137,-15.5401,-958.0,7
36.9905,-12.8657,-962.0,7
68.931,-24.3531,-962.0,7
53.4702,-4.51442,-957.5,7
129.986,-18.6852,-962.0,7
108.624,-17.3729,-962.0,7
129.691,-17.864,-962.0,7
143.191,-1.00623,-958.0,7
133.707,-8.11609,-958.0,7
156.295,-13.5005,-958.0,7
100.567,4.91927,-962.5,7
124.707,5.76754,-962.0,7
119.731,11.8172,-962.0,7
39.2125,4.09205,-958.0,7
108.1,26.9402,-962.0,7
109.032,42.796,-962.0,7
70.965,44.7333,-957.5,7
88.9763,47.3922,-957.5,7
35.5396,27.2229,-957.5,7
51.8021,26.3045,-957.5,7
143.061,71.7723,-958.0,7
107.786,62.9265,-958.0,7
141.277,73.3376,-958.0,7
120.334,58.2053,-958.0,7
144.266,78.1659,-958.0,7
136.662,85.5305,-962.0,7
48.7667,47.2698,-962.5,7
69.5544,59.9589,-962.5,7
118.179,89.7225,-958.0,7
41.0013,51.7403,-958.0,7
115.875,122.646,-962.0,7
111.407,123.792,-958.0,7
78.3355,118.348,-962.0,7
79.447,129.597,-958.0,7
15.8798,32.3923,-957.5,7
29.1322,72.1818,-957.5,7
56.3909,138.916,-962.0,7
42.3025,103.95,-958.0,7
38.7085,120.976,-958.0,7
35.4262,117.312,-962.0,7
34.7982,136.529,-962.0,7
1.38372,87.2908,-958.0,7
-3.53763,140.242,-958.0,7
-12.6452,111.658,-958.0,7
-22.4962,171.584,-962.0,7
-5.1809,45.4614,-957.5,7
-10.3234,46.3355,-957.5,7
-48.6164,128.423,-962.0,7
-57.1523,115.73,-958.0,7
-69.9226,132.368,-962.0,7
-87.1256,150.409,-962.0,7
-62.8969,101.772,-958.0,7
-95.6514,147.641,-958.0,7
-79.2436,124.45,-958.0,7
-30.0857,22.6187,-962.0,7
-88.0363,95.9609,-962.0,7
-96.8118,108.799,-962.0,7
-68.3092,85.2749,-962.0,7
-104.461,106.711,-958.0,7
-52.9807,42.0607,-957.5,7
-29.7392,33.0351,-957.5,7
-95.1347,70.7234,-962.0,7
-77.0717,52.5354,-962.5,7
-66.7862,44.6926,-962.5,7
-107.944,80.6404,-958.0,7
-29.0064,17.5621,-958.0,7
-98.9922,40.6759,-958.0,7
-30.5966,2.56557,-962.0,7
-43.7737,18.8307,-962.0,7
-85.8625,20.0725,-962.0,7
-35.6664,4.42526,-962.0,7
-137.891,26.8072,-958.0,7
-135.636,23.8628,-958.0,7
-145.49,39.4501,-958.0,7
-34.4798,-4.38369,-957.5,7
-123.465,7.07813,-958.0,7
-138.414,0.706713,-958.0,7
-113.216,11.3137,-958.0,7
-95.9499,-20.2845,-818.0,6
-113.886,-54.7206,-822.0,6
-37.4794,-22.1387,-817.5,6
-132.308,-75.4556,-818.0,6
-66.4825,-59.1923,-822.5,6
-39.7945,-43.9877,-822.5,6
-38.0954,-31.3466,-822.5,6
-98.032,-101.249,-822.0,6
-82.0062,-86.9913,-822.0,6
-88.1132,-112.646,-818.0,6
-78.8225,-84.9434,-818.0,6
-27.5332,-32.442,-822.0,6
-76.6322,-112.533,-822.0,6
-57.0842,-97.002,-822.0,6
-64.8525,-130.355,-818.0,6
-76.8061,-148.472,-818.0,6
-14.2797,-50.4796,-817.5,6
-22.1404,-38.4916,-817.5,6
-44.5376,-88.3849,-817.5,6
-39.8468,-96.9261,-822.0,6
-18.8614,-73.0879,-822.5,6
-33.3871,-166.522,-822.0,6
0.30239,-74.225,-818.0,6
-1.17781,-157.016,-822.0,6
8.05655,-49.7404,-822.0,6
22.0984,-111.551,-822.0,6
10.5884,-116.345,-822.0,6
20.2722,-97.826,-817.5,6
27.8381,-127.37,-818.0,6
12.8855,-52.6924,-822.5,6
50.034,-47.2424,-822.0,6
48.6095,-36.9697,-817.5,6
60.0181,-56.5241,-817.5,6
43.8711,-27.9105,-822.5,6
140.555,-87.7605,-822.0,6
148.62,-85.957,-822.0,6
103.738,-43.646,-818.0,6
137.756,-29.3438,-818.0,6
102.478,-31.679,-818.0,6
72.4194,0.175154,-817.5,6
110.37,-22.59,-822.0,6
170.314,-10.739,-818.0,6
28.6323,9.36792,-818.0,6
132.411,35.9453,-822.0,6
116.1,28.9306,-822.0,6
133.56,39.6121,-822.0,6
67.9312,36.9041,-817.5,6
53.6301,40.7807,-822.5,6
105.151,114.242,-822.0,6
102.656,128.37,-818.0,6
29.5766,63.7036,-822.0,6
21.5265,49.4244,-822.0,6
72.8121,113.592,-822.0,6
78.0137,113.895,-822.0,6
84.4447,137.328,-822.0,6
15.0306,39.4883,-817.5,6
39.6068,98.7118,-818.0,6
30.168,157.64,-822.0,6
35.0341,171.87,-822.0,6
25.9592,102.612,-822.0,6
28.1242,139.622,-822.0,6
10.2372,127.121,-822.0,6
1.38394,79.253,-822.0,6
3.94049,51.2256,-822.0,6
3.9158,45.5176,-822.0,6
-14.4539,142.117,-818.0,6
-10.621,110.864,-818.0,6
1.44344,133.808,-818.0,6
-30.5214,170.124,-822.0,6
-12.1341,50.9995,-817.5,6
-23.0746,63.4144,-817.5,6
-53.6982,117.097,-818.0,6
-76.7545,157.433,-818.0,6
-40.3949,52.0306,-818.0,6
-59.6411,65.5579,-822.0,6
-72.6796,86.5786,-822.0,6
-82.34,98.1395,-822.0,6
-44.1034,20.2535,-822.5,6
-48.7303,29.5981,-822.5,6
-101.387,65.7304,-818.0,6
-98.0656,51.3313,-822.0,6
-120.677,44.0592,-822.0,6
-106.967,31.2216,-822.0,6
-120.199,41.5492,-822.0,6
-83.0549,18.798,-822.0,6
-76.8981,22.1973,-822.0,6
-37.0335,10.7408,-822.0,6
-73.7962,9.49425,-817.5,6
-128.936,2.93938,-818.0,6
-161.568,12.3499,-818.0,6
-167.895,-29.8571,-698.0,5
-172.176,-24.0809,-698.0,5
-125.592,-33.4339,-702.0,5
-71.5169,-29.6503,-702.0,5
-87.2494,-44.7767,-702.0,5
-143.422,-45.6853,-698.0,5
-107.907,-42.3101,-698.0,5
-57.5775,-26.0722,-697.5,5
-57.9343,-31.7289,-697.5,5
-33.6515,-25.65,-697.5,5
-151.241,-78.5024,-698.0,5
-95.408,-89.7868,-698.0,5
-36.6868,-46.1725,-698.0,5
-86.0919,-75.7766,-702.0,5
-87.9742,-94.1643,-698.0,5
-31.6826,-53.133,-702.0,5
-54.4131,-137.407,-702.0,5
-44.9031,-154.19,-698.0,5
-6.45928,-46.0669,-698.0,5
0.557352,-92.0321,-698.0,5
-25.1641,-132.081,-698.0,5
-11.9257,-136.633,-698.0,5
1.27943,-152.096,-702.0,5
-12.7865,-159.212,-702.0,5
13.4981,-76.6464,-702.0,5
19.6908,-124.902,-702.0,5
27.5659,-157.985,-702.0,5
23.4847,-89.3566,-697.5,5
11.3278,-37.2243,-697.5,5
17.5781,-43.1929,-702.5,5
56.2708,-158.843,-702.0,5
40.3433,-103.906,-702.0,5
33.3085,-116.109,-702.0,5
38.5216,-63.3614,-698.0,5
28.3092,-31.9224,-698.0,5
23.783,-45.0783,-698.0,5
75.174,-98.7255,-698.0,5
66.1438,-98.1719,-698.0,5
46.1902,-53.9663,-702.0,5
103.755,-136.726,-702.0,5
89.8654,-108.808,-702.0,5
78.8446,-86.7289,-698.0,5
55.7218,-42.8237,-697.5,5
105.653,-85.9356,-702.0,5
101.639,-89.3418,-702.0,5
99.921,-61.146,-702.0,5
162.849,-29.7148,-698.0,5
47.7763,-8.34923,-697.5,5
43.6312,-8.83266,-697.5,5
148.94,-20.2967,-702.0,5
126.26,-23.9347,-702.0,5
131.376,-11.6254,-702.0,5
165.646,-8.07156,-698.0,5
137.1,-1.48055,-698.0,5
151.378,-3.82692,-698.0,5
48.1619,6.33182,-702.5,5
92.3501,2.9571,-702.5,5
38.8372,11.4255,-698.0,5
94.0387,23.527,-698.0,5
122.887,41.134,-698.0,5
73.0651,48.0717,-697.5,5
35.4192,22.5552,-697.5,5
145.597,85.5897,-698.0,5
134.415,98.8341,-702.0,5
127.118,85.832,-702.0,5
51.8051,47.2271,-702.5,5
109.133,91.955,-698.0,5
115.468,103.91,-698.0,5
56.7548,70.0052,-698.0,5
27.4275,20.4558,-698.0,5
35.1845,32.2166,-698.0,5
34.0243,44.9251,-698.0,5
29.7983,38.4693,-698.0,5
105.261,115.408,-702.0,5
85.7551,112.061,-698.0,5
88.129,110.945,-698.0,5
24.6683,80.133,-697.5,5
51.4398,150.204,-698.0,5
35.6467,117.625,-698.0,5
53.7313,137.288,-698.0,5
3.94359,43.3062,-702.5,5
14.7424,165.963,-698.0,5
13.7242,175.462,-702.0,5
-10.4035,77.4396,-702.0,5
-6.65883,45.6993,-702.0,5
-0.841905,112.941,-698.0,5
-12.3425,145.128,-702.0,5
-28.3363,168.799,-702.0,5
-23.6754,64.8814,-697.5,5
-12.8489,69.6905,-697.5,5
-46.2168,162.382,-698.0,5
-32.4068,84.6851,-702.5,5
-29.7728,73.5112,-702.5,5
-25.2587,39.8789,-702.5,5
-40.0139,123.846,-702.0,5
-52.8568,132.663,-702.0,5
-33.7879,108.189,-702.0,5
-37.3074,69.7341,-698.0,5
-52.482,90.0827,-702.0,5
-63.4337,127.089,-702.0,5
-23.8035,36.388,-702.0,5
-85.7757,107.17,-702.0,5
-36.8716,30.8529,-697.5,5
-66.2317,62.7223,-697.5,5
-57.4276,39.7605,-702.5,5
-144.105,89.3883,-698.0,5
-69.5034,26.7598,-698.0,5
-136.532,55.6114,-698.0,5
-123.688,59.4725,-698.0,5
-104.679,36.1566,-702.0,5
-60.8584,13.7793,-702.0,5
-98.5997,23.9773,-702.0,5
-159.326,-24.4212,-598.0,4
-125.323,-13.1875,-598.0,4
-115.697,-20.1434,-598.0,4
-143.404,-26.4878,-602.0,4
-55.4516,-36.9979,-597.5,4
-98.0851,-63.8191,-598.0,4
-117.048,-83.1796,-602.0,4
-50.6609,-60.4242,-598.0,4
-123.491,-117.951,-602.0,4
-38.2076,-65.8586,-602.0,4
-27.4202,-60.7143,-602.0,4
-85.2477,-119.624,-602.0,4
-58.651,-109.974,-598.0,4
-19.0782,-29.6644,-597.5,4
-66.5264,-160.509,-602.0,4
-46.7503,-152.779,-598.0,4
-11.5752,-69.6479,-598.0,4
-1.97761,-32.9393,-598.0,4
-0.101851,-113.173,-602.0,4
5.17804,-150.91,-598.0,4
-2.0355,-124.798,-598.0,4
5.16157,-142.746,-598.0,4
34.7664,-159.324,-598.0,4
26.5811,-44.4511,-602.5,4
67.6239,-149.131,-598.0,4
32.0317,-42.3667,-598.0,4
19.2865,-43.3264,-598.0,4
71.0117,-116.997,-602.0,4
64.4275,-92.471,-598.0,4
86.5041,-80.1035,-598.0,4
95.875,-97.4977,-598.0,4
40.3325,-35.6882,-597.5,4
112.616,-69.8967,-602.0,4
99.217,-64.0423,-602.0,4
115.77,-73.9098,-602.0,4
156.048,-60.8643,-598.0,4
112.67,-34.2222,-602.0,4
118.951,-39.5255,-602.0,4
39.4989,-8.95803,-602.0,4
41.7686,-11.0295,-602.0,4
75.3295,-12.3835,-597.5,4
133.508,21.5737,-598.0,4
164.539,43.7587,-602.0,4
123.571,33.7897,-602.0,4
84.3819,32.2732,-602.0,4
100.82,34.2715,-598.0,4
113.786,36.2022,-598.0,4
165.829,49.0531,-598.0,4
136.327,50.359,-598.0,4
121.393,60.2613,-598.0,4
40.9098,35.2744,-602.5,4
105.88,78.6853,-598.0,4
88.3513,76.8642,-602.0,4
86.863,98.1413,-602.0,4
20.823,43.5037,-597.5,4
59.7185,122.933,-602.0,4
43.8134,113.773,-602.0,4
41.3056,128.755,-598.0,4
9.11401,37.9571,-602.5,4
10.9118,72.8599,-602.5,4
21.5879,73.8536,-602.5,4
30.9435,112.588,-602.0,4
8.9223,97.9327,-598.0,4
2.89354,41.8279,-598.0,4
-7.92955,73.8571,-602.0,4
-6.97329,54.6704,-602.0,4
2.13316,41.4026,-602.0,4
-28.1764,96.5859,-597.5,4
-15.3234,57.5722,-602.5,4
-34.9809,129.936,-602.0,4
-78.5091,127.325,-598.0,4
-79.6619,125.468,-598.0,4
-30.5823,40.6191,-602.0,4
-27.4125,37.925,-602.0,4
-96.1465,105.962,-602.0,4
-88.5746,90.5191,-598.0,4
-107.938,102.104,-598.0,4
-42.7983,38.8852,-597.5,4
-107.645,68.7383,-598.0,4
-139.641,89.4445,-598.0,4
-31.8258,18.0991,-598.0,4
-109.677,48.0492,-598.0,4
-131.271,56.7205,-598.0,4
-102.579,31.5597,-602.0,4
-145.253,30.0285,-598.0,4
-116.47,12.188,-602.0,4
-33.1537,-1.93474,-423.517,0
-26.3624,-18.4237,-461.375,0
-11.6819,-29.8195,-438.848,0
-0.336769,-31.9662,-489.834,0
31.3878,-10.5903,-449.441,0
33.3188,1.46243,-460.636,0
30.4763,9.59221,-421.416,0
31.4815,6.71723,-485.342,0
29.9838,14.3694,-434.463,0
-27.971,15.518,-428.131,0
-28.0296,15.3964,-434.902,0
-23.4751,24.8479,-461.238,0
-31.295,12.2364,-443.38,0
5.17881,-31.4949,-401.091,0
12.7356,-28.8528,-393.828,0
13.683,-28.5215,-417.512,0
31.3188,-3.02363,-398.297,0
30.9069,12.5927,-396.306,0
28.3381,15.4686,-363.055,0
11.9399,29.1456,-364.903,0
10.3045,30.9081,-357.125,0
2.0456,31.3739,-403.469,0
2.58439,31.3436,-410.524,0
-33.6089,-0.632607,-309.713,0
-28.1851,-16.3831,-295.045,0
-16.2239,-27.6308,-322.913,0
5.44793,-31.9253,-337.973,0
25.66,-20.3138,-311.289,0
31.675,-5.49983,-327.418,0
31.4871,12.6863,-289.348,0
26.4484,18.3274,-327.771,0
24.8798,20.0836,-286.143,0
31.5775,12.5851,-334.645,0
22.9081,24.4098,-296.167,0
-11.7695,29.7151,-307.259,0
-3.55135,32.5884,-326.155,0
-26.3649,18.8509,-311.652,0
-31.4682,9.16487,-299.829,0
-31.3124,-5.70075,-210.317,0
-30.8325,-12.6759,-252.577,0
-31.6664,-11.7423,-255.885,0
-24.6717,-19.5733,-279.938,0
-19.7407,-25.3866,-231.691,0
-12.6892,-30.7735,-238.947,0
13.0393,-30.508,-263.955,0
5.83399,31.1602,-254.035,0
-12.4264,31.0554,-220.732,0
-22.843,21.7512,-274.332,0
-24.3328,-20.696,-144.034,0
-19.8028,-25.9062,-162.873,0
13.8733,-28.9795,-193.972,0
14.1658,-28.8772,-151.928,0
13.4216,-30.8303,-210.795,0
23.8412,-21.5235,-156.295,0
24.1902,-23.3639,-171.542,0
24.9454,-21.7967,-176.376,0
28.9333,-13.521,-209.007,0
31.8331,-2.69762,-181.475,0
28.1384,16.4354,-158.266,0
